SPREFID,USUBJID,SEX,MISPEC,MISEVTXT,MISEV,MIORRES,MIRESCAT,MIDY,trial_set_description
T103165-6,T103165-6-0086,F,"BONE MARROW, STERNUM","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,"NERVE, SCIATIC","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,OVIDUCT,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,THYMUS,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,STOMACH,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,BRAIN,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,"LYMPH NODE, ILIAC","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,VAGINA,"",,Cycle Metestrus,NON-NEOPLASTIC,30,CG
T103165-6,T103165-6-0086,F,"BONE, FEMUR","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,"GLAND, LACRIMAL","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,"LARGE INTESTINE, RECTUM","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,TONGUE,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,"BONE MARROW, FEMUR",MINIMAL,1,ACCUMULATION,NON-NEOPLASTIC,30,CG
T103165-6,T103165-6-0086,F,EYE,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,"GLAND, ADRENAL","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,LUNG,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,"GLAND, MAMMARY","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,"GLAND, PITUITARY","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,"GLAND, PARATHYROID","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,"GLAND, SALIVARY, SUBMANDIBULAR","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,"LARGE INTESTINE, COLON","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,SPLEEN,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,TRACHEA,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,LIVER,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,"LYMPH NODE, MESENTERIC","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,URINARY BLADDER,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,ESOPHAGUS,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,LARYNX,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,"NERVE, OPTIC","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,PEYER'S PATCH,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,SPINAL CORD,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,URETER,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,HEART,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,"MUSCLE, SKELETAL","",,,,30,CG
T103165-6,T103165-6-0086,F,"GLAND, HARDERIAN",MINIMAL,1,INFILTRATE,NON-NEOPLASTIC,30,CG
T103165-6,T103165-6-0086,F,OVARY,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,SKIN,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,"SMALL INTESTINE, JEJUNUM","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,"ARTERY, AORTA","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,KIDNEY,MINIMAL,1,BASOPHILIA,NON-NEOPLASTIC,30,CG
T103165-6,T103165-6-0086,F,PANCREAS,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,UTERUS,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,"LYMPH NODE, MANDIBULAR",MILD,2,AGGREGATE,NON-NEOPLASTIC,30,CG
T103165-6,T103165-6-0086,F,"SMALL INTESTINE, DUODENUM","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0086,F,"LARGE INTESTINE, CECUM","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0096,F,TRACHEA,"",,UNREMARKABLE,,58,CG
T103165-6,T103165-6-0096,F,LIVER,"",,UNREMARKABLE,,58,CG
T103165-6,T103165-6-0096,F,"GLAND, PARATHYROID","",,,,58,CG
T103165-6,T103165-6-0096,F,"GLAND, THYROID","",,UNREMARKABLE,,58,CG
T103165-6,T103165-6-0096,F,KIDNEY,"",,UNREMARKABLE,,58,CG
T103165-6,T103165-6-0096,F,ESOPHAGUS,"",,UNREMARKABLE,,58,CG
T103165-6,T103165-6-0022,M,"GLAND, PARATHYROID","",,UNREMARKABLE,,58,CG
T103165-6,T103165-6-0022,M,TRACHEA,"",,UNREMARKABLE,,58,CG
T103165-6,T103165-6-0022,M,"GLAND, THYROID",MILD,2,Alteration,NON-NEOPLASTIC,58,CG
T103165-6,T103165-6-0022,M,LIVER,MINIMAL,1,INFILTRATE,NON-NEOPLASTIC,58,CG
T103165-6,T103165-6-0022,M,"GLAND, THYROID",MINIMAL,1,HYPERTROPHY,NON-NEOPLASTIC,58,CG
T103165-6,T103165-6-0022,M,KIDNEY,"",,UNREMARKABLE,,58,CG
T103165-6,T103165-6-0022,M,ESOPHAGUS,"",,UNREMARKABLE,,58,CG
T103165-6,T103165-6-0077,F,"GLAND, ADRENAL","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,"GLAND, HARDERIAN","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,THYMUS,MINIMAL,1,HYPERPLASIA,NON-NEOPLASTIC,30,CG
T103165-6,T103165-6-0077,F,OVARY,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,PANCREAS,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,"ARTERY, AORTA","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,"BONE, FEMUR","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,"LYMPH NODE, ILIAC","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,"LYMPH NODE, MANDIBULAR","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,"GLAND, THYROID","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,"LARGE INTESTINE, CECUM","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,"LYMPH NODE, MESENTERIC","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,PEYER'S PATCH,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,"SMALL INTESTINE, ILEUM","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,TRACHEA,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,TONGUE,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,"GLAND, MAMMARY","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,LUNG,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,"SMALL INTESTINE, DUODENUM","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,"BONE MARROW, FEMUR","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,HEART,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,"MUSCLE, SKELETAL","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,UTERUS,MILD,2,DILATATION,NON-NEOPLASTIC,30,CG
T103165-6,T103165-6-0077,F,"GLAND, SALIVARY, SUBMANDIBULAR","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,"NERVE, SCIATIC","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,BRAIN,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,SKIN,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,URINARY BLADDER,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,KIDNEY,MINIMAL,1,INFILTRATE,NON-NEOPLASTIC,30,CG
T103165-6,T103165-6-0077,F,"BONE MARROW, STERNUM","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,LIVER,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,LIVER,MINIMAL,1,FATTY CHANGE,NON-NEOPLASTIC,30,CG
T103165-6,T103165-6-0077,F,"NERVE, OPTIC",MINIMAL,1,INFLAMMATION,NON-NEOPLASTIC,30,CG
T103165-6,T103165-6-0077,F,"GLAND, PITUITARY","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,"GLAND, SALIVARY, SUBLINGUAL","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,"LARGE INTESTINE, COLON","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,SKIN,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,EYE,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,"BONE, STERNUM","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,URETER,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,STOMACH,MINIMAL,1,CYST,NON-NEOPLASTIC,30,CG
T103165-6,T103165-6-0077,F,"GLAND, PARATHYROID","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,SPLEEN,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,VAGINA,"",,Cycle Estrus,NON-NEOPLASTIC,30,CG
T103165-6,T103165-6-0077,F,ESOPHAGUS,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,"GLAND, SALIVARY, PAROTID","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,OVIDUCT,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,"GLAND, LACRIMAL","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,LARYNX,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,SPINAL CORD,"",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,"LARGE INTESTINE, RECTUM","",,UNREMARKABLE,,30,CG
T103165-6,T103165-6-0077,F,"SMALL INTESTINE, JEJUNUM","",,UNREMARKABLE,,30,CG
T103901-4,T103901-4-0092,F,ESOPHAGUS,"",,Unremarkable,,57,CG
T103901-4,T103901-4-0092,F,"GLAND, THYROID","",,Unremarkable,,57,CG
T103901-4,T103901-4-0092,F,"GLAND, ADRENAL","",,Unremarkable,,57,CG
T103901-4,T103901-4-0092,F,"GLAND, ADRENAL","",,Unremarkable,,57,CG
T103901-4,T103901-4-0092,F,TRACHEA,"",,Unremarkable,,57,CG
T103901-4,T103901-4-0092,F,LIVER,"",,Unremarkable,,57,CG
T103901-4,T103901-4-0092,F,"GLAND, PARATHYROID","",,Unremarkable,,57,CG
T103901-4,T103901-4-0080,F,ESOPHAGUS,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,SKIN,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,SKIN,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,"LYMPH NODE, ILIAC","",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,"GLAND, THYROID","",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,"LYMPH NODE, MANDIBULAR","",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,"NERVE, SCIATIC","",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,"BONE MARROW, FEMUR","",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,VAGINA,"",,Cycle Estrus,NON-NEOPLASTIC,31,CG
T103901-4,T103901-4-0080,F,"GLAND, ADRENAL","",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,"GLAND, ADRENAL","",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,LUNG,MINIMAL,1,Inflammation:mixed inflammatory cell,NON-NEOPLASTIC,31,CG
T103901-4,T103901-4-0080,F,LUNG,MINIMAL,1,Accumulation: Hemoglobin Crystals,NON-NEOPLASTIC,31,CG
T103901-4,T103901-4-0080,F,"BONE MARROW, STERNUM","",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,"SMALL INTESTINE, ILEUM","",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,"LARGE INTESTINE, COLON","",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,"LARGE INTESTINE, RECTUM","",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,EYE,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,"BRAIN, MEDULLA OBLONGATA","",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,HEART,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,SPLEEN,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,TRACHEA,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,KIDNEY,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,"GLAND, LACRIMAL","",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,OVARY,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,"NERVE, OPTIC",MILD,2,Inflammation:posttraumatic,NON-NEOPLASTIC,31,CG
T103901-4,T103901-4-0080,F,PANCREAS,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,"BONE, STERNUM","",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,URINARY BLADDER,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,"BRAIN, CEREBRUM","",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,THYMUS,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,TONGUE,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,LIVER,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,LIVER,MINIMAL,1,Extramedullary hematopoiesis,NON-NEOPLASTIC,31,CG
T103901-4,T103901-4-0080,F,SPINAL CORD,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,"GLAND, PARATHYROID",MINIMAL,1,Fibrosis,NON-NEOPLASTIC,31,CG
T103901-4,T103901-4-0080,F,"BRAIN, CEREBELLUM","",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,"SMALL INTESTINE, JEJUNUM","",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,"MUSCLE, SKELETAL","",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,UTERUS,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,"GLAND, HARDERIAN",MINIMAL,1,Atrophy,NON-NEOPLASTIC,31,CG
T103901-4,T103901-4-0080,F,"GLAND, HARDERIAN",MINIMAL,1,Inflammation:mixed inflammatory cell,NON-NEOPLASTIC,31,CG
T103901-4,T103901-4-0080,F,"BONE, FEMUR","",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,"LARGE INTESTINE, CECUM","",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,"GLAND, MAMMARY","",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,SKIN/SUBCUTIS,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,PEYER'S PATCH,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,"GLAND, PITUITARY","",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,"GLAND, SALIVARY, PAROTID","",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,URETER,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,OVIDUCT,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,"GLAND, SALIVARY, SUBLINGUAL","",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,"GLAND, SALIVARY, SUBMANDIBULAR","",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,"ARTERY, AORTA","",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,LARYNX,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,STOMACH,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,"LYMPH NODE, MESENTERIC","",,Unremarkable,,31,CG
T103901-4,T103901-4-0080,F,"SMALL INTESTINE, DUODENUM","",,Unremarkable,,31,CG
T103901-4,T103901-4-0087,F,ESOPHAGUS,"",,Unremarkable,,57,CG
T103901-4,T103901-4-0087,F,"GLAND, THYROID","",,Unremarkable,,57,CG
T103901-4,T103901-4-0087,F,"GLAND, ADRENAL","",,Unremarkable,,57,CG
T103901-4,T103901-4-0087,F,"GLAND, ADRENAL","",,Unremarkable,,57,CG
T103901-4,T103901-4-0087,F,TRACHEA,"",,Unremarkable,,57,CG
T103901-4,T103901-4-0087,F,LIVER,"",,Unremarkable,,57,CG
T103901-4,T103901-4-0087,F,"GLAND, PARATHYROID","",,,,57,CG
T103901-4,T103901-4-0076,F,ESOPHAGUS,"",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,SKIN,"",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,SKIN,"",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,"LYMPH NODE, ILIAC","",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,"GLAND, THYROID","",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,"LYMPH NODE, MANDIBULAR","",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,"NERVE, SCIATIC","",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,"BONE MARROW, FEMUR","",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,VAGINA,"",,Cycle Metestrus/Diestrus,NON-NEOPLASTIC,30,CG
T103901-4,T103901-4-0076,F,"GLAND, ADRENAL",MINIMAL,1,Vacuolation,NON-NEOPLASTIC,30,CG
T103901-4,T103901-4-0076,F,"GLAND, ADRENAL","",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,LUNG,MODERATE,3,Edema,NON-NEOPLASTIC,30,CG
T103901-4,T103901-4-0076,F,LUNG,MODERATE,3,Congestion,NON-NEOPLASTIC,30,CG
T103901-4,T103901-4-0076,F,"BONE MARROW, STERNUM","",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,"SMALL INTESTINE, ILEUM",MILD,2,Autolysis,NON-NEOPLASTIC,30,CG
T103901-4,T103901-4-0076,F,"LARGE INTESTINE, COLON",MILD,2,Autolysis,NON-NEOPLASTIC,30,CG
T103901-4,T103901-4-0076,F,"LARGE INTESTINE, RECTUM","",,,,30,CG
T103901-4,T103901-4-0076,F,EYE,"",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,"BRAIN, MEDULLA OBLONGATA","",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,HEART,"",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,SPLEEN,"",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,TRACHEA,"",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,KIDNEY,MINIMAL,1,Basophilia:tubule,NON-NEOPLASTIC,30,CG
T103901-4,T103901-4-0076,F,"GLAND, LACRIMAL","",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,OVARY,"",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,"NERVE, OPTIC","",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,PANCREAS,MILD,2,Vacuolation,NON-NEOPLASTIC,30,CG
T103901-4,T103901-4-0076,F,"BONE, STERNUM","",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,URINARY BLADDER,"",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,"BRAIN, CEREBRUM","",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,THYMUS,"",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,TONGUE,"",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,LIVER,MINIMAL,1,Infiltrate:inflammatory cell,NON-NEOPLASTIC,30,CG
T103901-4,T103901-4-0076,F,LIVER,"",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,SPINAL CORD,"",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,"GLAND, PARATHYROID",MINIMAL,1,Fibrosis,NON-NEOPLASTIC,30,CG
T103901-4,T103901-4-0076,F,"BRAIN, CEREBELLUM","",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,"SMALL INTESTINE, JEJUNUM",MILD,2,Autolysis,NON-NEOPLASTIC,30,CG
T103901-4,T103901-4-0076,F,"MUSCLE, SKELETAL","",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,UTERUS,MILD,2,Cyst,NON-NEOPLASTIC,30,CG
T103901-4,T103901-4-0076,F,"GLAND, HARDERIAN","",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,"BONE, FEMUR","",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,"LARGE INTESTINE, CECUM",MILD,2,Autolysis,NON-NEOPLASTIC,30,CG
T103901-4,T103901-4-0076,F,"GLAND, MAMMARY","",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,SKIN/SUBCUTIS,"",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,PEYER'S PATCH,"",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,"GLAND, PITUITARY","",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,"GLAND, SALIVARY, PAROTID","",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,URETER,"",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,OVIDUCT,"",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,"GLAND, SALIVARY, SUBLINGUAL","",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,"GLAND, SALIVARY, SUBMANDIBULAR","",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,"ARTERY, AORTA","",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,LARYNX,"",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,STOMACH,"",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,"LYMPH NODE, MESENTERIC","",,Unremarkable,,30,CG
T103901-4,T103901-4-0076,F,"SMALL INTESTINE, DUODENUM",MINIMAL,1,Autolysis,NON-NEOPLASTIC,30,CG
T103901-4,T103901-4-0018,M,ESOPHAGUS,"",,Unremarkable,,57,CG
T103901-4,T103901-4-0018,M,"GLAND, THYROID",MINIMAL,1,Colloid Alteration,NON-NEOPLASTIC,57,CG
T103901-4,T103901-4-0018,M,"GLAND, ADRENAL","",,Unremarkable,,57,CG
T103901-4,T103901-4-0018,M,"GLAND, ADRENAL","",,Unremarkable,,57,CG
T103901-4,T103901-4-0018,M,TRACHEA,"",,Unremarkable,,57,CG
T103901-4,T103901-4-0018,M,LIVER,"",,Unremarkable,,57,CG
T103901-4,T103901-4-0018,M,LIVER,MINIMAL,1,Infiltrate:inflammatory cell,NON-NEOPLASTIC,57,CG
T103901-4,T103901-4-0018,M,LIVER,MINIMAL,1,Extramedullary hematopoiesis,NON-NEOPLASTIC,57,CG
T103901-4,T103901-4-0018,M,"GLAND, PARATHYROID","",,Unremarkable,,57,CG
T103901-4,T103901-4-0083,F,ESOPHAGUS,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,SKIN,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,SKIN,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,"LYMPH NODE, ILIAC","",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,"GLAND, THYROID",MINIMAL,1,Hypertrophy:follicular cell,NON-NEOPLASTIC,31,CG
T103901-4,T103901-4-0083,F,"LYMPH NODE, MANDIBULAR","",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,"NERVE, SCIATIC","",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,"BONE MARROW, FEMUR","",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,VAGINA,"",,Cycle Metestrus/Diestrus,NON-NEOPLASTIC,31,CG
T103901-4,T103901-4-0083,F,"GLAND, ADRENAL",MINIMAL,1,Vacuolation,NON-NEOPLASTIC,31,CG
T103901-4,T103901-4-0083,F,"GLAND, ADRENAL","",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,LUNG,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,"BONE MARROW, STERNUM","",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,"SMALL INTESTINE, ILEUM","",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,"LARGE INTESTINE, COLON","",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,"LARGE INTESTINE, RECTUM","",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,EYE,MILD,2,Inflammation:posttraumatic:periocular,NON-NEOPLASTIC,31,CG
T103901-4,T103901-4-0083,F,"BRAIN, MEDULLA OBLONGATA","",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,HEART,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,SPLEEN,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,TRACHEA,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,KIDNEY,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,"GLAND, LACRIMAL","",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,OVARY,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,"NERVE, OPTIC","",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,PANCREAS,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,"BONE, STERNUM","",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,URINARY BLADDER,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,"BRAIN, CEREBRUM","",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,THYMUS,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,TONGUE,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,LIVER,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,SPINAL CORD,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,"GLAND, PARATHYROID","",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,"BRAIN, CEREBELLUM","",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,"SMALL INTESTINE, JEJUNUM","",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,"MUSCLE, SKELETAL","",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,UTERUS,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,"GLAND, HARDERIAN","",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,"BONE, FEMUR","",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,"LARGE INTESTINE, CECUM","",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,"GLAND, MAMMARY","",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,SKIN/SUBCUTIS,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,PEYER'S PATCH,"",,Unremarkable,,31,CG
T103901-4,T103901-4-0083,F,"GLAND, PITUITARY","",,Unremarkable,,31,CG
