SPREFID,USUBJID,CLLOC,STUDY_WEEK,CLORRES,CLRESCAT,CLSTAT,CLREASND,CLCAT,CLSEV,CLRFTDTC,CLTPTNUM,CLDY,SEX,trial_set_description
T103241-1,T103241-1-0033,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-15 08:27:25.000,2,6,M,CG
T103241-1,T103241-1-0033,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-16 07:28:53.000,1,7,M,CG
T103241-1,T103241-1-0033,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-19 06:54:50.000,1,10,M,CG
T103241-1,T103241-1-0033,NECK,3,Skin/Fur/Body:Scab formation,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-27 10:06:15.000,2,18,M,CG
T103241-1,T103241-1-0033,NECK,4,Skin/Fur/Body:Scab formation,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-05 11:00:37.000,2,26,M,CG
T103241-1,T103241-1-0033,NECK,4,Skin/Fur/Body:Scab formation,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-07 10:29:45.000,2,28,M,CG
T103241-1,T103241-1-0033,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-23 06:25:23.000,1,14,M,CG
T103241-1,T103241-1-0033,NECK,3,Skin/Fur/Body:Scab formation,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-29 10:01:40.000,2,20,M,CG
T103241-1,T103241-1-0033,NECK,4,Skin/Fur/Body:Scab formation,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-01 11:47:16.000,2,22,M,CG
T103241-1,T103241-1-0033,NECK,4,Skin/Fur/Body:Scab formation,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-03 09:09:24.000,2,24,M,CG
T103241-1,T103241-1-0033,,4,NORMAL,OPHTHALMOLOGY,Y,,OPHTHALMOLOGY PUPIL REFLEX,,2017-05-03 08:52:39.000,1,24,M,CG
T103241-1,T103241-1-0033,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-20 10:34:25.000,2,11,M,CG
T103241-1,T103241-1-0033,,3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-24 10:32:39.000,2,15,M,CG
T103241-1,T103241-1-0033,,4,NORMAL,OPHTHALMOLOGY,Y,,OPHTHALMOLOGY SLIT-LAMP OBSERVATION,,2017-05-03 08:52:42.000,1,24,M,CG
T103241-1,T103241-1-0033,,4,NORMAL,OPHTHALMOLOGY,Y,,OPHTHALMOLOGY WITH OPHTHALMOSCOPE,,2017-05-03 08:52:41.000,1,24,M,CG
T103241-1,T103241-1-0033,NECK,3,Skin/Fur/Body:Scab formation,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-26 07:21:06.000,1,17,M,CG
T103241-1,T103241-1-0033,NECK,4,Skin/Fur/Body:Scab formation,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-06 06:49:09.000,1,27,M,CG
T103241-1,T103241-1-0033,NECK,5,Skin/Fur/Body:Scab formation,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-08 06:15:07.000,1,29,M,CG
T103241-1,T103241-1-0033,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-18 08:55:31.000,1,9,M,CG
T103241-1,T103241-1-0033,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-22 06:23:34.000,1,13,M,CG
T103241-1,T103241-1-0033,NECK,3,Skin/Fur/Body:Scab formation,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-28 07:02:37.000,1,19,M,CG
T103241-1,T103241-1-0033,NECK,4,Skin/Fur/Body:Scab formation,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-02 06:37:28.000,1,23,M,CG
T103241-1,T103241-1-0033,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-19 10:36:36.000,2,10,M,CG
T103241-1,T103241-1-0033,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-23 09:35:16.000,2,14,M,CG
T103241-1,T103241-1-0033,NECK,3,Skin/Fur/Body:Scab formation,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-30 10:17:28.000,1,21,M,CG
T103241-1,T103241-1-0033,NECK,4,Skin/Fur/Body:Scab formation,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-04 08:59:04.000,1,25,M,CG
T103241-1,T103241-1-0033,NECK,3,Skin/Fur/Body:Scab formation,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-26 09:53:04.000,2,17,M,CG
T103241-1,T103241-1-0033,NECK,4,Skin/Fur/Body:Scab formation,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-06 08:29:17.000,2,27,M,CG
T103241-1,T103241-1-0033,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-17 07:29:43.000,1,8,M,CG
T103241-1,T103241-1-0033,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-21 07:00:41.000,1,12,M,CG
T103241-1,T103241-1-0033,,3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-25 07:10:09.000,1,16,M,CG
T103241-1,T103241-1-0033,NECK,3,Skin/Fur/Body:Scab formation,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-28 10:03:21.000,2,19,M,CG
T103241-1,T103241-1-0033,NECK,3,Skin/Fur/Body:Scab formation,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-30 11:44:17.000,2,21,M,CG
T103241-1,T103241-1-0033,NECK,4,Skin/Fur/Body:Scab formation,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-02 09:16:14.000,2,23,M,CG
T103241-1,T103241-1-0033,NECK,4,Skin/Fur/Body:Scab formation,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-04 11:53:30.000,2,25,M,CG
T103241-1,T103241-1-0033,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-18 11:57:02.000,2,9,M,CG
T103241-1,T103241-1-0033,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-22 09:30:02.000,2,13,M,CG
T103241-1,T103241-1-0033,,2,NORMAL,CLINICAL SIGNS,Y,,OPEN-FIELD OBSERVATIONS,,2017-04-21 07:00:39.000,1,12,M,CG
T103241-1,T103241-1-0033,,3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-24 06:57:15.000,1,15,M,CG
T103241-1,T103241-1-0033,NECK,4,Skin/Fur/Body:Scab formation,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-07 08:44:02.000,1,28,M,CG
T103241-1,T103241-1-0033,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-20 07:18:23.000,1,11,M,CG
T103241-1,T103241-1-0033,NECK,3,Skin/Fur/Body:Scab formation,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-27 07:11:28.000,1,18,M,CG
T103241-1,T103241-1-0033,NECK,3,Skin/Fur/Body:Scab formation,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-29 08:23:39.000,1,20,M,CG
T103241-1,T103241-1-0033,NECK,4,Skin/Fur/Body:Scab formation,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-05 09:13:30.000,1,26,M,CG
T103241-1,T103241-1-0033,,3,NORMAL,CLINICAL SIGNS,Y,,OPEN-FIELD OBSERVATIONS,,2017-04-28 07:01:45.000,1,19,M,CG
T103241-1,T103241-1-0033,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-17 09:43:00.000,2,8,M,CG
T103241-1,T103241-1-0033,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-21 10:15:13.000,2,12,M,CG
T103241-1,T103241-1-0033,,3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-25 10:14:14.000,2,16,M,CG
T103241-1,T103241-1-0033,NECK,4,Skin/Fur/Body:Scab formation,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-01 10:10:19.000,1,22,M,CG
T103241-1,T103241-1-0033,NECK,4,Skin/Fur/Body:Scab formation,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-03 06:40:49.000,1,24,M,CG
T103241-1,T103241-1-0033,,4,NORMAL,CLINICAL SIGNS,Y,,OPEN-FIELD OBSERVATIONS,,2017-05-05 09:14:02.000,1,26,M,CG
T103241-1,T103241-1-0033,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-11 06:46:52.000,1,2,M,CG
T103241-1,T103241-1-0033,,1,NORMAL,CLINICAL SIGNS,Y,,OPEN-FIELD OBSERVATIONS,,2017-04-14 06:45:19.000,1,5,M,CG
T103241-1,T103241-1-0033,,-1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-06 06:02:58.000,1,-4,M,CG
T103241-1,T103241-1-0033,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-12 09:19:45.000,2,3,M,CG
T103241-1,T103241-1-0033,,-1,NORMAL,OPHTHALMOLOGY,Y,,OPHTHALMOLOGY PUPIL REFLEX,,2017-04-06 11:17:21.000,1,-4,M,CG
T103241-1,T103241-1-0033,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-14 06:45:18.000,1,5,M,CG
T103241-1,T103241-1-0033,,-1,NORMAL,OPHTHALMOLOGY,Y,,OPHTHALMOLOGY SLIT-LAMP OBSERVATION,,2017-04-06 11:18:46.000,1,-4,M,CG
T103241-1,T103241-1-0033,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-11 10:10:30.000,2,2,M,CG
T103241-1,T103241-1-0033,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-10 07:45:24.000,1,1,M,CG
T103241-1,T103241-1-0033,,-1,NORMAL,OPHTHALMOLOGY,Y,,OPHTHALMOLOGY WITH OPHTHALMOSCOPE,,2017-04-06 11:17:24.000,1,-4,M,CG
T103241-1,T103241-1-0033,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-13 06:52:26.000,1,4,M,CG
T103241-1,T103241-1-0033,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-14 09:16:40.000,2,5,M,CG
T103241-1,T103241-1-0033,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-10 10:21:00.000,2,1,M,CG
T103241-1,T103241-1-0033,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-12 07:32:47.000,1,3,M,CG
T103241-1,T103241-1-0033,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-13 10:23:09.000,2,4,M,CG
T103241-1,T103241-1-0033,,-1,NORMAL,CLINICAL SIGNS,Y,,OPEN-FIELD OBSERVATIONS,,2017-04-07 14:45:30.000,1,-3,M,CG
T103241-1,T103241-1-0069,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-15 06:52:02.000,1,6,F,CG
T103241-1,T103241-1-0069,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-15 08:27:41.000,2,6,F,CG
T103241-1,T103241-1-0069,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-16 07:34:28.000,1,7,F,CG
T103241-1,T103241-1-0069,,4,NORMAL,CLINICAL SIGNS,Y,,OPEN-FIELD OBSERVATIONS,,2017-05-05 09:24:51.000,1,26,F,CG
T103241-1,T103241-1-0069,,4,NORMAL,OPHTHALMOLOGY,Y,,OPHTHALMOLOGY PUPIL REFLEX,,2017-05-03 08:46:38.000,1,24,F,CG
T103241-1,T103241-1-0069,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-17 09:43:19.000,2,8,F,CG
T103241-1,T103241-1-0069,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-19 07:09:13.000,1,10,F,CG
T103241-1,T103241-1-0069,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-21 10:15:35.000,2,12,F,CG
T103241-1,T103241-1-0069,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-23 06:22:24.000,1,14,F,CG
T103241-1,T103241-1-0069,,3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-25 10:14:38.000,2,16,F,CG
T103241-1,T103241-1-0069,,3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-29 10:01:50.000,2,20,F,CG
T103241-1,T103241-1-0069,,4,NORMAL,OPHTHALMOLOGY,Y,,OPHTHALMOLOGY SLIT-LAMP OBSERVATION,,2017-05-03 08:47:15.000,1,24,F,CG
T103241-1,T103241-1-0069,,4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-01 11:47:24.000,2,22,F,CG
T103241-1,T103241-1-0069,,4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-07 10:30:07.000,2,28,F,CG
T103241-1,T103241-1-0069,,4,NORMAL,OPHTHALMOLOGY,Y,,OPHTHALMOLOGY WITH OPHTHALMOSCOPE,,2017-05-03 08:46:39.000,1,24,F,CG
T103241-1,T103241-1-0069,,3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-27 10:07:10.000,2,18,F,CG
T103241-1,T103241-1-0069,,4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-05 11:01:15.000,2,26,F,CG
T103241-1,T103241-1-0069,,4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-03 09:09:40.000,2,24,F,CG
T103241-1,T103241-1-0069,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-16 09:25:25.000,2,7,F,CG
T103241-1,T103241-1-0069,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-18 09:10:47.000,1,9,F,CG
T103241-1,T103241-1-0069,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-20 10:34:55.000,2,11,F,CG
T103241-1,T103241-1-0069,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-22 06:33:59.000,1,13,F,CG
T103241-1,T103241-1-0069,,3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-24 10:34:12.000,2,15,F,CG
T103241-1,T103241-1-0069,,3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-26 07:33:55.000,1,17,F,CG
T103241-1,T103241-1-0069,,3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-28 07:21:16.000,1,19,F,CG
T103241-1,T103241-1-0069,,3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-30 10:16:56.000,1,21,F,CG
T103241-1,T103241-1-0069,,4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-06 06:54:25.000,1,27,F,CG
T103241-1,T103241-1-0069,,4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-02 06:54:52.000,1,23,F,CG
T103241-1,T103241-1-0069,,4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-04 09:23:18.000,1,25,F,CG
T103241-1,T103241-1-0069,,5,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-08 10:06:05.000,1,29,F,CG
T103241-1,T103241-1-0069,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-17 07:37:04.000,1,8,F,CG
T103241-1,T103241-1-0069,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-19 10:36:52.000,2,10,F,CG
T103241-1,T103241-1-0069,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-21 07:18:43.000,1,12,F,CG
T103241-1,T103241-1-0069,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-23 09:35:35.000,2,14,F,CG
T103241-1,T103241-1-0069,,3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-25 07:08:21.000,1,16,F,CG
T103241-1,T103241-1-0069,,5,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-08 11:30:26.000,2,29,F,CG
T103241-1,T103241-1-0069,,3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-30 11:44:24.000,2,21,F,CG
T103241-1,T103241-1-0069,,4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-02 09:16:20.000,2,23,F,CG
T103241-1,T103241-1-0069,,4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-06 08:29:43.000,2,27,F,CG
T103241-1,T103241-1-0069,,3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-26 09:53:31.000,2,17,F,CG
T103241-1,T103241-1-0069,,3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-28 10:03:39.000,2,19,F,CG
T103241-1,T103241-1-0069,,2,NORMAL,CLINICAL SIGNS,Y,,OPEN-FIELD OBSERVATIONS,,2017-04-21 07:18:42.000,1,12,F,CG
T103241-1,T103241-1-0069,,4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-04 11:53:43.000,2,25,F,CG
T103241-1,T103241-1-0069,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-18 11:57:39.000,2,9,F,CG
T103241-1,T103241-1-0069,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-20 07:16:54.000,1,11,F,CG
T103241-1,T103241-1-0069,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-22 09:30:21.000,2,13,F,CG
T103241-1,T103241-1-0069,,3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-24 07:16:01.000,1,15,F,CG
T103241-1,T103241-1-0069,,3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-27 07:31:49.000,1,18,F,CG
T103241-1,T103241-1-0069,,3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-29 08:23:07.000,1,20,F,CG
T103241-1,T103241-1-0069,,4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-07 08:49:35.000,1,28,F,CG
T103241-1,T103241-1-0069,,3,NORMAL,CLINICAL SIGNS,Y,,OPEN-FIELD OBSERVATIONS,,2017-04-28 07:21:14.000,1,19,F,CG
T103241-1,T103241-1-0069,,4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-03 06:52:48.000,1,24,F,CG
T103241-1,T103241-1-0069,,4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-05 09:24:25.000,1,26,F,CG
T103241-1,T103241-1-0069,,4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-05-01 10:17:03.000,1,22,F,CG
T103241-1,T103241-1-0069,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-11 06:58:46.000,1,2,F,CG
T103241-1,T103241-1-0069,,1,NORMAL,CLINICAL SIGNS,Y,,OPEN-FIELD OBSERVATIONS,,2017-04-14 06:52:06.000,1,5,F,CG
T103241-1,T103241-1-0069,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-12 09:22:05.000,2,3,F,CG
T103241-1,T103241-1-0069,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-14 06:51:47.000,1,5,F,CG
T103241-1,T103241-1-0069,,-1,NORMAL,OPHTHALMOLOGY,Y,,OPHTHALMOLOGY PUPIL REFLEX,,2017-04-06 11:41:47.000,1,-4,F,CG
T103241-1,T103241-1-0069,,-1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-06 06:23:04.000,1,-4,F,CG
T103241-1,T103241-1-0069,,-1,NORMAL,OPHTHALMOLOGY,Y,,OPHTHALMOLOGY SLIT-LAMP OBSERVATION,,2017-04-06 11:42:18.000,1,-4,F,CG
T103241-1,T103241-1-0069,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-10 07:43:35.000,1,1,F,CG
T103241-1,T103241-1-0069,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-13 07:09:15.000,1,4,F,CG
T103241-1,T103241-1-0069,,-1,NORMAL,OPHTHALMOLOGY,Y,,OPHTHALMOLOGY WITH OPHTHALMOSCOPE,,2017-04-06 11:41:58.000,1,-4,F,CG
T103241-1,T103241-1-0069,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-11 10:10:48.000,2,2,F,CG
T103241-1,T103241-1-0069,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-12 06:51:30.000,1,3,F,CG
T103241-1,T103241-1-0069,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-14 09:17:16.000,2,5,F,CG
T103241-1,T103241-1-0069,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-10 10:21:15.000,2,1,F,CG
T103241-1,T103241-1-0069,,-1,NORMAL,CLINICAL SIGNS,Y,,OPEN-FIELD OBSERVATIONS,,2017-04-07 07:58:29.000,1,-3,F,CG
T103241-1,T103241-1-0069,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-04-13 10:24:44.000,2,4,F,CG
T103430-1,T103430-1-0025,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-06-21 10:27:34.000,2,9,F,CG
T103430-1,T103430-1-0025,,3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-06-29 09:20:11.000,2,17,F,CG
T103430-1,T103430-1-0025,,3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-07-02 07:04:23.000,1,20,F,CG
T103430-1,T103430-1-0025,,4,NORMAL,OPHTHALMOLOGY,Y,,OPHTHALMOLOGY WITH OPHTHALMOSCOPE,,2017-07-05 08:16:35.000,3,23,F,CG
T103430-1,T103430-1-0025,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-06-14 10:11:14.000,1,2,F,CG
T103430-1,T103430-1-0025,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-06-16 08:42:05.000,2,4,F,CG
T103430-1,T103430-1-0025,,3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-06-27 08:22:29.000,1,15,F,CG
T103430-1,T103430-1-0025,,4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-07-05 09:00:39.000,1,23,F,CG
T103430-1,T103430-1-0025,,-1,NORMAL,CLINICAL SIGNS,Y,,OPEN-FIELD OBSERVATIONS,,2017-06-12 10:27:01.000,3,-1,F,CG
T103430-1,T103430-1-0025,,1,NORMAL,CLINICAL SIGNS,Y,,OPEN-FIELD OBSERVATIONS,,2017-06-19 09:12:03.000,3,7,F,CG
T103430-1,T103430-1-0025,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-06-22 09:06:25.000,1,10,F,CG
T103430-1,T103430-1-0025,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-06-24 10:26:22.000,2,12,F,CG
T103430-1,T103430-1-0025,,4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-07-08 10:19:16.000,2,26,F,CG
T103430-1,T103430-1-0025,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-06-17 09:25:04.000,1,5,F,CG
T103430-1,T103430-1-0025,,3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-06-30 07:52:08.000,1,18,F,CG
T103430-1,T103430-1-0025,,4,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-07-05 11:11:10.000,2,23,F,CG
T103430-1,T103430-1-0025,,2,NORMAL,CLINICAL SIGNS,Y,,OPEN-FIELD OBSERVATIONS,,2017-06-26 09:28:31.000,3,14,F,CG
T103430-1,T103430-1-0025,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-06-14 12:11:34.000,2,2,F,CG
T103430-1,T103430-1-0025,,1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-06-19 11:04:15.000,2,7,F,CG
T103430-1,T103430-1-0025,,2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-06-25 08:29:30.000,1,13,F,CG
T103430-1,T103430-1-0025,,3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-06-27 10:42:40.000,2,15,F,CG
T103430-1,T103430-1-0025,,3,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,,2017-07-02 08:20:39.000,2,20,F,CG
