SPREFID,USUBJID,OMEXCLFL,OMSTAT,OMREASND,OMTESTCD,OMTEST,OMSPEC,OMSTRES,OMSTRESU,OMDY,SEX,trial_set_description
HCD-09,HCD-09-0015,,,,WEIGHT,Weight,BRAIN,2.04,g,57,M,CG
HCD-09,HCD-09-0015,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.10152,%,57,M,CG
HCD-09,HCD-09-0015,,,,WEIGHT,Weight,HEART,1.893,g,57,M,CG
HCD-09,HCD-09-0015,,,,OWBW,Organ to Body Weight Ratio,HEART,0.55063,%,57,M,CG
HCD-09,HCD-09-0015,,,,WEIGHT,Weight,LIVER,10.927,g,57,M,CG
HCD-09,HCD-09-0015,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.1784,%,57,M,CG
HCD-09,HCD-09-0015,,,,WEIGHT,Weight,TESTIS,3.509,g,57,M,CG
HCD-09,HCD-09-0003,,,,WEIGHT,Weight,THYMUS,0.399,g,30,M,CG
HCD-09,HCD-09-0003,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.18205,%,30,M,CG
HCD-09,HCD-09-0003,,,,WEIGHT,Weight,BRAIN,2.158,g,30,M,CG
HCD-09,HCD-09-0003,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.12187,%,30,M,CG
HCD-09,HCD-09-0003,,,,OWBW,Organ to Body Weight Ratio,HEART,0.31614,%,30,M,CG
HCD-09,HCD-09-0003,,,,WEIGHT,Weight,LIVER,13.506,g,30,M,CG
HCD-09,HCD-09-0003,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.1254,%,30,M,CG
HCD-09,HCD-09-0003,,,,WEIGHT,Weight,KIDNEY,2.824,g,30,M,CG
HCD-09,HCD-09-0003,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.86259,%,30,M,CG
HCD-09,HCD-09-0003,,,,WEIGHT,Weight,TESTIS,3.722,g,30,M,CG
HCD-09,HCD-09-0003,,,,OWBW,Organ to Body Weight Ratio,TESTIS,1.1369,%,30,M,CG
HCD-09,HCD-09-0003,,,,WEIGHT,Weight,EPIDIDYMIS,1.132,g,30,M,CG
HCD-09,HCD-09-0003,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.34577,%,30,M,CG
HCD-09,HCD-09-0003,,,,WEIGHT,Weight,"GLAND, PROSTATE",0.464,g,30,M,CG
HCD-09,HCD-09-0003,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.14173,%,30,M,CG
HCD-09,HCD-09-0003,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",1.13,g,30,M,CG
HCD-09,HCD-09-0003,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.34516,%,30,M,CG
HCD-09,HCD-09-0003,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.084,g,30,M,CG
HCD-09,HCD-09-0003,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.02566,%,30,M,CG
HCD-09,HCD-09-0003,,,,WEIGHT,Weight,SPLEEN,0.596,g,30,M,CG
HCD-09,HCD-09-0003,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.65916,%,30,M,CG
HCD-09,HCD-09-0003,,,,WEIGHT,Weight,HEART,1.035,g,30,M,CG
HCD-09,HCD-09-0004,,,,WEIGHT,Weight,BRAIN,2.063,g,30,M,CG
HCD-09,HCD-09-0004,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.65715,%,30,M,CG
HCD-09,HCD-09-0004,,,,WEIGHT,Weight,HEART,1.043,g,30,M,CG
HCD-09,HCD-09-0004,,,,OWBW,Organ to Body Weight Ratio,HEART,0.33224,%,30,M,CG
HCD-09,HCD-09-0004,,,,WEIGHT,Weight,LIVER,12.163,g,30,M,CG
HCD-09,HCD-09-0004,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.8744,%,30,M,CG
HCD-09,HCD-09-0004,,,,WEIGHT,Weight,KIDNEY,2.526,g,30,M,CG
HCD-09,HCD-09-0004,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.80463,%,30,M,CG
HCD-09,HCD-09-0004,,,,WEIGHT,Weight,TESTIS,3.376,g,30,M,CG
HCD-09,HCD-09-0004,,,,OWBW,Organ to Body Weight Ratio,TESTIS,1.0754,%,30,M,CG
HCD-09,HCD-09-0004,,,,WEIGHT,Weight,EPIDIDYMIS,1.087,g,30,M,CG
HCD-09,HCD-09-0004,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.34625,%,30,M,CG
HCD-09,HCD-09-0004,,,,WEIGHT,Weight,"GLAND, PROSTATE",0.708,g,30,M,CG
HCD-09,HCD-09-0004,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.22553,%,30,M,CG
HCD-09,HCD-09-0004,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",1.129,g,30,M,CG
HCD-09,HCD-09-0004,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.35963,%,30,M,CG
HCD-09,HCD-09-0004,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.069,g,30,M,CG
HCD-09,HCD-09-0004,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.02198,%,30,M,CG
HCD-09,HCD-09-0004,,,,WEIGHT,Weight,SPLEEN,0.571,g,30,M,CG
HCD-09,HCD-09-0004,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.18189,%,30,M,CG
HCD-09,HCD-09-0004,,,,WEIGHT,Weight,THYMUS,0.381,g,30,M,CG
HCD-09,HCD-09-0004,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.12136,%,30,M,CG
HCD-09,HCD-09-0017,,,,WEIGHT,Weight,LIVER,10.013,g,57,M,CG
HCD-09,HCD-09-0017,,,,OWBW,Organ to Body Weight Ratio,LIVER,2.9904,%,57,M,CG
HCD-09,HCD-09-0017,,,,WEIGHT,Weight,KIDNEY,1.928,g,57,M,CG
HCD-09,HCD-09-0017,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.5758,%,57,M,CG
HCD-09,HCD-09-0017,,,,WEIGHT,Weight,EPIDIDYMIS,1.064,g,57,M,CG
HCD-09,HCD-09-0017,,,,OWBW,Organ to Body Weight Ratio,TESTIS,0.89834,%,57,M,CG
HCD-09,HCD-09-0017,,,,WEIGHT,Weight,TESTIS,3.008,g,57,M,CG
HCD-09,HCD-09-0017,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.31777,%,57,M,CG
HCD-09,HCD-09-0017,,,,WEIGHT,Weight,"GLAND, PROSTATE",0.835,g,57,M,CG
HCD-09,HCD-09-0017,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.24937,%,57,M,CG
HCD-09,HCD-09-0017,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",1.317,g,57,M,CG
HCD-09,HCD-09-0017,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.39332,%,57,M,CG
HCD-09,HCD-09-0017,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.044,g,57,M,CG
HCD-09,HCD-09-0017,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.01314,%,57,M,CG
HCD-09,HCD-09-0017,,,,WEIGHT,Weight,SPLEEN,0.624,g,57,M,CG
HCD-09,HCD-09-0017,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.18636,%,57,M,CG
HCD-09,HCD-09-0017,,,,WEIGHT,Weight,THYMUS,0.511,g,57,M,CG
HCD-09,HCD-09-0017,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.15261,%,57,M,CG
HCD-09,HCD-09-0017,,,,WEIGHT,Weight,BRAIN,1.926,g,57,M,CG
HCD-09,HCD-09-0017,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.5752,%,57,M,CG
HCD-09,HCD-09-0017,,,,WEIGHT,Weight,HEART,1,g,57,M,CG
HCD-09,HCD-09-0017,,,,OWBW,Organ to Body Weight Ratio,HEART,0.29865,%,57,M,CG
HCD-09,HCD-09-0082,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.098,g,31,F,CG
HCD-09,HCD-09-0082,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.18115,%,31,F,CG
HCD-09,HCD-09-0082,,,,WEIGHT,Weight,SPLEEN,0.504,g,31,F,CG
HCD-09,HCD-09-0082,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.24027,%,31,F,CG
HCD-09,HCD-09-0082,,,,WEIGHT,Weight,THYMUS,0.605,g,31,F,CG
HCD-09,HCD-09-0082,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.28841,%,31,F,CG
HCD-09,HCD-09-0082,,,,WEIGHT,Weight,BRAIN,1.782,g,31,F,CG
HCD-09,HCD-09-0082,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.84951,%,31,F,CG
HCD-09,HCD-09-0082,,,,WEIGHT,Weight,UTERUS,0.38,g,31,F,CG
HCD-09,HCD-09-0082,,,,OWBW,Organ to Body Weight Ratio,OVARY,0.05292,%,31,F,CG
HCD-09,HCD-09-0082,,,,WEIGHT,Weight,OVARY,0.111,g,31,F,CG
HCD-09,HCD-09-0082,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.82043,%,31,F,CG
HCD-09,HCD-09-0082,,,,WEIGHT,Weight,KIDNEY,1.721,g,31,F,CG
HCD-09,HCD-09-0082,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.2456,%,31,F,CG
HCD-09,HCD-09-0082,,,,WEIGHT,Weight,LIVER,8.906,g,31,F,CG
HCD-09,HCD-09-0082,,,,OWBW,Organ to Body Weight Ratio,HEART,0.39138,%,31,F,CG
HCD-09,HCD-09-0082,,,,WEIGHT,Weight,HEART,0.821,g,31,F,CG
HCD-09,HCD-09-0082,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.04672,%,31,F,CG
HCD-09,HCD-09-0008,,,,WEIGHT,Weight,BRAIN,1.967,g,30,M,CG
HCD-09,HCD-09-0008,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.62499,%,30,M,CG
HCD-09,HCD-09-0008,,,,WEIGHT,Weight,HEART,1.031,g,30,M,CG
HCD-09,HCD-09-0008,,,,OWBW,Organ to Body Weight Ratio,HEART,0.32759,%,30,M,CG
HCD-09,HCD-09-0008,,,,WEIGHT,Weight,LIVER,13.014,g,30,M,CG
HCD-09,HCD-09-0008,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.135,%,30,M,CG
HCD-09,HCD-09-0008,,,,WEIGHT,Weight,KIDNEY,2.472,g,30,M,CG
HCD-09,HCD-09-0008,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.78544,%,30,M,CG
HCD-09,HCD-09-0008,,,,WEIGHT,Weight,TESTIS,3.346,g,30,M,CG
HCD-09,HCD-09-0008,,,,OWBW,Organ to Body Weight Ratio,TESTIS,1.0631,%,30,M,CG
HCD-09,HCD-09-0008,,,,WEIGHT,Weight,EPIDIDYMIS,1.076,g,30,M,CG
HCD-09,HCD-09-0008,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.34188,%,30,M,CG
HCD-09,HCD-09-0008,,,,WEIGHT,Weight,"GLAND, PROSTATE",0.814,g,30,M,CG
HCD-09,HCD-09-0008,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.25864,%,30,M,CG
HCD-09,HCD-09-0008,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",0.87,g,30,M,CG
HCD-09,HCD-09-0008,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.27643,%,30,M,CG
HCD-09,HCD-09-0008,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.058,g,30,M,CG
HCD-09,HCD-09-0008,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.01843,%,30,M,CG
HCD-09,HCD-09-0008,,,,WEIGHT,Weight,SPLEEN,0.597,g,30,M,CG
HCD-09,HCD-09-0008,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.18969,%,30,M,CG
HCD-09,HCD-09-0008,,,,WEIGHT,Weight,THYMUS,0.616,g,30,M,CG
HCD-09,HCD-09-0008,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.19573,%,30,M,CG
HCD-09,HCD-09-0016,,,,WEIGHT,Weight,BRAIN,2.151,g,57,M,CG
HCD-09,HCD-09-0016,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.09173,%,57,M,CG
HCD-09,HCD-09-0016,,,,WEIGHT,Weight,HEART,1.303,g,57,M,CG
HCD-09,HCD-09-0016,,,,OWBW,Organ to Body Weight Ratio,HEART,0.35892,%,57,M,CG
HCD-09,HCD-09-0016,,,,WEIGHT,Weight,LIVER,12.576,g,57,M,CG
HCD-09,HCD-09-0016,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.4642,%,57,M,CG
HCD-09,HCD-09-0016,,,,WEIGHT,Weight,KIDNEY,2.734,g,57,M,CG
HCD-09,HCD-09-0016,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.7531,%,57,M,CG
HCD-09,HCD-09-0016,,,,WEIGHT,Weight,TESTIS,3.925,g,57,M,CG
HCD-09,HCD-09-0016,,,,OWBW,Organ to Body Weight Ratio,TESTIS,1.0812,%,57,M,CG
HCD-09,HCD-09-0016,,,,WEIGHT,Weight,EPIDIDYMIS,1.362,g,57,M,CG
HCD-09,HCD-09-0016,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.37517,%,57,M,CG
HCD-09,HCD-09-0016,,,,WEIGHT,Weight,"GLAND, PROSTATE",0.861,g,57,M,CG
HCD-09,HCD-09-0016,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.23717,%,57,M,CG
HCD-09,HCD-09-0016,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",1.469,g,57,M,CG
HCD-09,HCD-09-0016,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.40465,%,57,M,CG
HCD-09,HCD-09-0016,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.072,g,57,M,CG
HCD-09,HCD-09-0016,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.01983,%,57,M,CG
HCD-09,HCD-09-0016,,,,WEIGHT,Weight,SPLEEN,0.584,g,57,M,CG
HCD-09,HCD-09-0016,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.16087,%,57,M,CG
HCD-09,HCD-09-0016,,,,WEIGHT,Weight,THYMUS,0.333,g,57,M,CG
HCD-09,HCD-09-0016,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.59251,%,57,M,CG
HCD-09,HCD-09-0077,,,,WEIGHT,Weight,BRAIN,1.875,g,31,F,CG
HCD-09,HCD-09-0077,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.23918,%,31,F,CG
HCD-09,HCD-09-0077,,,,WEIGHT,Weight,HEART,0.654,g,31,F,CG
HCD-09,HCD-09-0077,,,,OWBW,Organ to Body Weight Ratio,HEART,0.3252,%,31,F,CG
HCD-09,HCD-09-0077,,,,WEIGHT,Weight,LIVER,8.091,g,31,F,CG
HCD-09,HCD-09-0077,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.0233,%,31,F,CG
HCD-09,HCD-09-0077,,,,WEIGHT,Weight,KIDNEY,1.598,g,31,F,CG
HCD-09,HCD-09-0077,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.79461,%,31,F,CG
HCD-09,HCD-09-0077,,,,WEIGHT,Weight,OVARY,0.153,g,31,F,CG
HCD-09,HCD-09-0077,,,,OWBW,Organ to Body Weight Ratio,OVARY,0.07608,%,31,F,CG
HCD-09,HCD-09-0077,,,,WEIGHT,Weight,UTERUS,0.421,g,31,F,CG
HCD-09,HCD-09-0077,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.20934,%,31,F,CG
HCD-09,HCD-09-0077,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.068,g,31,F,CG
HCD-09,HCD-09-0077,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.03381,%,31,F,CG
HCD-09,HCD-09-0077,,,,WEIGHT,Weight,SPLEEN,0.431,g,31,F,CG
HCD-09,HCD-09-0077,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.21432,%,31,F,CG
HCD-09,HCD-09-0077,,,,WEIGHT,Weight,THYMUS,0.481,g,31,F,CG
HCD-09,HCD-09-0077,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.93235,%,31,F,CG
HCD-09,HCD-09-0014,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.64569,%,57,M,CG
HCD-09,HCD-09-0014,,,,WEIGHT,Weight,TESTIS,3.649,g,57,M,CG
HCD-09,HCD-09-0014,,,,OWBW,Organ to Body Weight Ratio,TESTIS,1.1156,%,57,M,CG
HCD-09,HCD-09-0014,,,,WEIGHT,Weight,EPIDIDYMIS,1.269,g,57,M,CG
HCD-09,HCD-09-0014,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.38797,%,57,M,CG
HCD-09,HCD-09-0014,,,,WEIGHT,Weight,"GLAND, PROSTATE",0.614,g,57,M,CG
HCD-09,HCD-09-0014,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.18772,%,57,M,CG
HCD-09,HCD-09-0014,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",0.821,g,57,M,CG
HCD-09,HCD-09-0014,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.251,%,57,M,CG
HCD-09,HCD-09-0014,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.061,g,57,M,CG
HCD-09,HCD-09-0014,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.01865,%,57,M,CG
HCD-09,HCD-09-0014,,,,WEIGHT,Weight,SPLEEN,0.658,g,57,M,CG
HCD-09,HCD-09-0014,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.20117,%,57,M,CG
HCD-09,HCD-09-0014,,,,WEIGHT,Weight,THYMUS,0.48,g,57,M,CG
HCD-09,HCD-09-0014,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.14675,%,57,M,CG
HCD-09,HCD-09-0014,,,,WEIGHT,Weight,BRAIN,1.917,g,57,M,CG
HCD-09,HCD-09-0014,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.58608,%,57,M,CG
HCD-09,HCD-09-0014,,,,WEIGHT,Weight,HEART,0.904,g,57,M,CG
HCD-09,HCD-09-0014,,,,OWBW,Organ to Body Weight Ratio,HEART,0.27638,%,57,M,CG
HCD-09,HCD-09-0014,,,,WEIGHT,Weight,LIVER,10.677,g,57,M,CG
HCD-09,HCD-09-0014,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.2642,%,57,M,CG
HCD-09,HCD-09-0014,,,,WEIGHT,Weight,KIDNEY,2.112,g,57,M,CG
HCD-09,HCD-09-0019,,,,WEIGHT,Weight,HEART,1.8,g,57,M,CG
HCD-09,HCD-09-0019,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.11379,%,57,M,CG
HCD-09,HCD-09-0019,,,,WEIGHT,Weight,BRAIN,2.18,g,57,M,CG
HCD-09,HCD-09-0019,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.55869,%,57,M,CG
HCD-09,HCD-09-0019,,,,WEIGHT,Weight,THYMUS,0.444,g,57,M,CG
HCD-09,HCD-09-0019,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.15838,%,57,M,CG
HCD-09,HCD-09-0019,,,,WEIGHT,Weight,SPLEEN,0.618,g,57,M,CG
HCD-09,HCD-09-0019,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.0164,%,57,M,CG
HCD-09,HCD-09-0019,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.064,g,57,M,CG
HCD-09,HCD-09-0019,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.35085,%,57,M,CG
HCD-09,HCD-09-0019,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",1.369,g,57,M,CG
HCD-09,HCD-09-0019,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.22117,%,57,M,CG
HCD-09,HCD-09-0019,,,,WEIGHT,Weight,"GLAND, PROSTATE",0.863,g,57,M,CG
HCD-09,HCD-09-0019,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.41389,%,57,M,CG
HCD-09,HCD-09-0019,,,,WEIGHT,Weight,TESTIS,3.448,g,57,M,CG
HCD-09,HCD-09-0019,,,,OWBW,Organ to Body Weight Ratio,TESTIS,0.88365,%,57,M,CG
HCD-09,HCD-09-0019,,,,WEIGHT,Weight,EPIDIDYMIS,1.615,g,57,M,CG
HCD-09,HCD-09-0019,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.64044,%,57,M,CG
HCD-09,HCD-09-0019,,,,WEIGHT,Weight,KIDNEY,2.499,g,57,M,CG
HCD-09,HCD-09-0019,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.7404,%,57,M,CG
HCD-09,HCD-09-0019,,,,WEIGHT,Weight,LIVER,14.595,g,57,M,CG
HCD-09,HCD-09-0019,,,,OWBW,Organ to Body Weight Ratio,HEART,0.4613,%,57,M,CG
HCD-09,HCD-09-0074,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.03898,%,31,F,CG
HCD-09,HCD-09-0074,,,,WEIGHT,Weight,SPLEEN,0.565,g,31,F,CG
HCD-09,HCD-09-0074,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.28605,%,31,F,CG
HCD-09,HCD-09-0074,,,,WEIGHT,Weight,THYMUS,0.521,g,31,F,CG
HCD-09,HCD-09-0074,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.26377,%,31,F,CG
HCD-09,HCD-09-0074,,,,WEIGHT,Weight,BRAIN,1.982,g,31,F,CG
HCD-09,HCD-09-0074,,,,OWBW,Organ to Body Weight Ratio,BRAIN,1.0034,%,31,F,CG
HCD-09,HCD-09-0074,,,,WEIGHT,Weight,HEART,0.815,g,31,F,CG
HCD-09,HCD-09-0074,,,,OWBW,Organ to Body Weight Ratio,HEART,0.41262,%,31,F,CG
HCD-09,HCD-09-0074,,,,WEIGHT,Weight,LIVER,8.018,g,31,F,CG
HCD-09,HCD-09-0074,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.0594,%,31,F,CG
HCD-09,HCD-09-0074,,,,WEIGHT,Weight,KIDNEY,1.611,g,31,F,CG
HCD-09,HCD-09-0074,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.81562,%,31,F,CG
HCD-09,HCD-09-0074,,,,WEIGHT,Weight,OVARY,0.172,g,31,F,CG
HCD-09,HCD-09-0074,,,,OWBW,Organ to Body Weight Ratio,OVARY,0.08708,%,31,F,CG
HCD-09,HCD-09-0074,,,,WEIGHT,Weight,UTERUS,0.904,g,31,F,CG
HCD-09,HCD-09-0074,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.45768,%,31,F,CG
HCD-09,HCD-09-0074,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.077,g,31,F,CG
HCD-09,HCD-09-0078,,,,WEIGHT,Weight,SPLEEN,0.396,g,31,F,CG
HCD-09,HCD-09-0078,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.03668,%,31,F,CG
HCD-09,HCD-09-0078,,,,WEIGHT,Weight,THYMUS,0.352,g,31,F,CG
HCD-09,HCD-09-0078,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.19268,%,31,F,CG
HCD-09,HCD-09-0078,,,,WEIGHT,Weight,BRAIN,1.918,g,31,F,CG
HCD-09,HCD-09-0078,,,,OWBW,Organ to Body Weight Ratio,BRAIN,1.0499,%,31,F,CG
HCD-09,HCD-09-0078,,,,WEIGHT,Weight,HEART,0.85,g,31,F,CG
HCD-09,HCD-09-0078,,,,OWBW,Organ to Body Weight Ratio,HEART,0.46528,%,31,F,CG
HCD-09,HCD-09-0078,,,,WEIGHT,Weight,LIVER,6.885,g,31,F,CG
HCD-09,HCD-09-0078,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.7688,%,31,F,CG
HCD-09,HCD-09-0078,,,,WEIGHT,Weight,KIDNEY,1.534,g,31,F,CG
HCD-09,HCD-09-0078,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.8397,%,31,F,CG
HCD-09,HCD-09-0078,,,,WEIGHT,Weight,OVARY,0.126,g,31,F,CG
HCD-09,HCD-09-0078,,,,OWBW,Organ to Body Weight Ratio,OVARY,0.06897,%,31,F,CG
HCD-09,HCD-09-0078,,,,WEIGHT,Weight,UTERUS,0.618,g,31,F,CG
HCD-09,HCD-09-0078,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.33829,%,31,F,CG
HCD-09,HCD-09-0078,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.067,g,31,F,CG
HCD-09,HCD-09-0078,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.21677,%,31,F,CG
HCD-09,HCD-09-0001,,,,WEIGHT,Weight,BRAIN,2.133,g,30,M,CG
HCD-09,HCD-09-0001,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.65891,%,30,M,CG
HCD-09,HCD-09-0001,,,,WEIGHT,Weight,HEART,0.933,g,30,M,CG
HCD-09,HCD-09-0001,,,,OWBW,Organ to Body Weight Ratio,HEART,0.28822,%,30,M,CG
HCD-09,HCD-09-0001,,,,WEIGHT,Weight,LIVER,12.262,g,30,M,CG
HCD-09,HCD-09-0001,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.7879,%,30,M,CG
HCD-09,HCD-09-0001,,,,WEIGHT,Weight,KIDNEY,2.074,g,30,M,CG
HCD-09,HCD-09-0001,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.64069,%,30,M,CG
HCD-09,HCD-09-0001,,,,WEIGHT,Weight,TESTIS,3.189,g,30,M,CG
HCD-09,HCD-09-0001,,,,OWBW,Organ to Body Weight Ratio,TESTIS,0.98513,%,30,M,CG
HCD-09,HCD-09-0001,,,,WEIGHT,Weight,EPIDIDYMIS,1.141,g,30,M,CG
HCD-09,HCD-09-0001,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.35247,%,30,M,CG
HCD-09,HCD-09-0001,,,,WEIGHT,Weight,"GLAND, PROSTATE",0.574,g,30,M,CG
HCD-09,HCD-09-0001,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.17732,%,30,M,CG
HCD-09,HCD-09-0001,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",0.96,g,30,M,CG
HCD-09,HCD-09-0001,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.29656,%,30,M,CG
HCD-09,HCD-09-0001,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.057,g,30,M,CG
HCD-09,HCD-09-0001,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.01761,%,30,M,CG
HCD-09,HCD-09-0001,,,,WEIGHT,Weight,SPLEEN,0.591,g,30,M,CG
HCD-09,HCD-09-0001,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.18257,%,30,M,CG
HCD-09,HCD-09-0001,,,,WEIGHT,Weight,THYMUS,0.575,g,30,M,CG
HCD-09,HCD-09-0001,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.17763,%,30,M,CG
